Coldproof,Integrated GPS,Maximum Aperture,3D Capture,Instant Print,Minimum Flash Range - Wide,Batteries,Remote Compatible,Memory Card Included,Panorama Mode,pricematch,Total Megapixels,Software Included,Touchscreen,Image Storage Capacity,External Flash Mount,Number Of Batteries Required,Shockproof,Scene Modes,File Formats,Output(s),Image Sensor Type,Autofocus,Image Stabilization,Number Of Images Per Charge,Image Storage Type,NFC Enabled,White Balance,Touch Screen,Wi-Fi Ready,HD Movie Mode,Imaging Sensor Vertical Size,Digital Magnification,Focus Range,Image Resolution,Camera Dock,Image Stitching,DND Omega Publish,Maximum Expandable ISO,Face Detection,Imaging Sensor Size,Minimum Flash Range - Telephoto,Long Zoom,Imaging Sensor Type,ISO Settings,Tripod/Monopod Socket Size,Minimum Aperture,Cold Resistant,Shock Resistant,Varying Angle LCD,Maximum Operating Temperature,Flash Range,Number Of Memory Card Slots,Lens Features,Maximum Flash Range - Wide,Digital Zoom,Digital Camera Type,Minimum ISO,Integrated Flash,Color Category,Interface,LCD Screen Size,Maximum Flash Range - Telephoto,Additional Accessories Included,Lens Focal Length(s),Tripod Mount,Frame Rate,Internal Memory,Video Outputs,Waterproof,Brightness Control,Megapixels (Effective),Frames Per Second,Camera Full Frame Sensor,WiFi enabled,Filter Diameter,Low Light/High Sensitivity,Viewfinder Magnification,AC Adapter Compatible,Exposure Control,Tripod/Monopod Mountable,Self Timer,Wi-Fi Built-in,Memory Card Compatibility,Burst Mode,Shutter Speeds,AC Adapter,AC Adapter Included,Audio,Compatible Memory Formats,LCD Screen Features,Smile Mode,Viewfinder,HD Movie Mode Focus,Records Audio,Maximum ISO,Integrated Projector,Internal Memory Included,Computer Connectivity,Lens Mount Compatibility,ISO Equivalent,Megapixels (Total),Low-Light/High Sensitivity,Maximum Focal Length,Imaging Sensor Horizontal Size,Removable Memory Included,Minimum Focal Length,Aperture Range,Display Type,Lens,Max ISO,White Balance Modes,Camera Body Style,Water Resistant,Effective Megapixels,Batteries Included,Vista Compatible,Text Overlay,Movie Mode,Shooting Modes,Screen Resolution,PictBridge Enabled,Optical Zoom,Self-Timer,Lens Focal Length 35mm Film Equivalent,Flash Modes,Minimum Operating Temperature,Screen Size,Varying Angle Screen,Time Lapse,Orientation Sensor,In-Lens Image Stabilization,Image File Format(s),High Definition,Movie Recording Mode,Maximum Height of Shock Resistance
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,N/A,Nikon ViewNX 2 CD-ROM,N/A,Varies,N/A,N/A,N/A,N/A,"Still: JPEG, NEF (RAW), NEF (RAW)+JPEG; Video: MOV (Image data: H.264/MPEG-4 advanced video coding, Audio: Linear PCM)",N/A,N/A,N/A,N/A,N/A,Secure Digital (SD)/Secure Digital High Capacity (SDHC)/Secure Digital Expanded Capacity (SDXC),N/A,"auto, incandescent, fluorescent (7 types), direct sunlight, flash, cloudy, shade, preset manual",N/A,Yes,Yes,N/A,N/A,N/A,"Up to 6,000 x 4,000",N/A,N/A,N/A,N/A,Yes,23.5mm x 15.6mm,N/A,N/A,CMOS,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,High-speed USB,"3.2""",N/A,N/A,N/A,N/A,N/A,N/A,Type C mini HDMI,N/A,N/A,24.2,5 - 6,N/A,N/A,N/A,N/A,N/A,N/A,"Auto (Auto), Auto Flash off, Aperture-Priority (A), Manual (M), Programmed auto with flexible program (P), Shutter-Priority, (S)Scene Modes",N/A,N/A,N/A,N/A,Yes,1/4000 to 30 sec. in steps of 1/3 or 1/2 EV,N/A,N/A,Built-in or external stereo microphone; sensitivity adjustable,N/A,"Ultra-high-resolution TFT-LCD, 170&#176; angle of view; swivels 180&#176;",N/A,Eye-level pentamirror single-lens reflex with approximately 95% horizontal and vertical frame coverage; 0.82x magnification,Auto Focus,N/A,N/A,N/A,N/A,N/A,N/A,"100 - 12,800 (expandable to 25,600)",24.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AF S DX NIKKOR 18&#8211;140mm f/3.5-5.6G ED VR,12801 and higher,N/A,Digital SLR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,Yes,yes,24.7 megapixels,N/A,N/A,N/A,Hot Shoe,1,N/A,N/A,N/A,N/A,CMOS,Yes,None,N/A,N/A,Yes,N/A,No,N/A,Yes,15.6 millimeters,N/A,N/A,6000 x 4000,N/A,N/A,N/A,25600,N/A,N/A,N/A,N/A,N/A,"Still: 100-25,600 (1/3 EV steps); Still Auto: 100-25,600 (selectable upper/lower limit); Movies: 100-12,800 (1/3 EV steps)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,39.4 feet,None,DSLR Camera Body Only,100,Yes,Black,N/A,N/A,39.4 feet,"Vertical grip, rechargeable battery, battery charger, shoulder strap, accessory shoe cap, body cap, eye-piece cup and micro USB cable",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC)|Memory Stick PRO Duo|Memory Stick PRO-HG Duo|Memory Stick Pro-HG HX Duo,N/A,"Still images: 1/8000 - 30 sec., Bulb; Movies: 1/8000 - 1/4 sec. (1/3 step), up to 1/60 sec. in AUTO mode (up to 1/30 sec. in Auto slow shutter mode)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25600,No,No,Windows|Mac,Sony A-Mount,N/A,N/A,N/A,N/A,23.5 millimeters,N/A,N/A,N/A,LCD,N/A,N/A,N/A,N/A,No,24.3 megapixels,Yes,N/A,N/A,N/A,"iAUTO, superior auto, programmed AE, aperture priority, shutter priority, manual, memory recall, sweep panorama, scene selection, movie and more",N/A,No,None,N/A,N/A,Off|Auto|Fill-in|Slow sync|Red-eye reduction,N/A,3 inches,N/A,N/A,N/A,N/A,JPEG|RAW|AVCHD,Yes,Yes,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Adaptable,4 f/,N/A,Yes,N/A,N/A,N/A,No,No,yes,23.4 megapixels,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Mini HDMI|PAL|NTSC,CMOS,Yes,Digital,N/A,N/A,No,N/A,No,N/A,Yes,24 millimeters,N/A,N/A,5784 x 3861,N/A,N/A,N/A,102400,Yes,N/A,N/A,N/A,N/A,"100 - 25,600",N/A,4 f/,No,No,N/A,N/A,N/A,2,N/A,N/A,None,DSLR Camera with Lens,100,Yes,Black,N/A,N/A,N/A,N/A,N/A,N/A,6 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,Yes,CompactFlash (CF)|Secure Digital High Capacity (SDHC)|Secure Digital|Secure Digital Extended Capacity (SDXC),Yes,1/30 - 1/4000 sec.,N/A,N/A,N/A,N/A,N/A,N/A,Electronic,N/A,N/A,12801,No,N/A,N/A,Canon EF,N/A,N/A,N/A,70 millimeters,36 millimeters,N/A,24 millimeters,N/A,LCD,N/A,N/A,"Auto, daylight, shade, cloudy, tungsten light, white fluorescent light, flash, custom and more",N/A,No,22.3 megapixels,Yes,N/A,N/A,N/A,None,N/A,Yes,N/A,N/A,24 - 70mm,Red-eye reduction,N/A,3.2 inches,N/A,N/A,N/A,N/A,JPEG|RAW|Other,Yes,Yes,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,No,N/A,N/A,Yes,N/A,N/A,N/A,No,No,yes,18.5 megapixels,N/A,N/A,N/A,Other,1,N/A,N/A,N/A,N/A,CMOS,Yes,N/A,N/A,N/A,No,N/A,Yes,N/A,Yes,14.9 millimeters,N/A,N/A,5184 x 3456,N/A,N/A,N/A,25600,Yes,N/A,N/A,N/A,N/A,"Auto: 100-6400; Manual: 100-12,800 (expandable to 25,600) for stills, 100-6400 (expandable to 12,800) for videos",N/A,N/A,No,No,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera Body Only,100,Yes,Black,N/A,N/A,N/A,N/A,N/A,N/A,4 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,Secure Digital High Capacity (SDHC)|Secure Digital|Secure Digital Extended Capacity (SDXC),Yes,30 - 1/4000 sec.,N/A,N/A,N/A,N/A,N/A,N/A,Optical,N/A,N/A,12801,No,N/A,N/A,Canon EF,N/A,N/A,N/A,N/A,22.3 millimeters,N/A,N/A,N/A,LCD,N/A,N/A,"Auto, preset (daylight, shade, cloudy, tungsten light, white fluorescent light, flash) and more",N/A,No,18 megapixels,Yes,N/A,N/A,N/A,"Scene Intelligent Auto, kids, food, candlelight, night portrait, handheld night scene, HDR backlight control and more",N/A,Yes,None,N/A,N/A,Off|Auto|Red-eye reduction|Slow sync,N/A,3 inches,N/A,N/A,N/A,N/A,JPEG,Yes,Yes,N/A
N/A,Yes,1.8 f/,N/A,No,N/A,N/A,N/A,No,No,yes,37.1 megapixels,"Capture NX-D, Picture Control Utility 2, ViewNX 2",N/A,N/A,Other,1,N/A,N/A,N/A,HDMI,CMOS,Yes,None,N/A,N/A,No,N/A,No,N/A,Yes,24 millimeters,N/A,N/A,7360 x 4912,N/A,N/A,N/A,51200,Yes,N/A,N/A,N/A,N/A,"64 - 12,800 (expandable to 32 and 51,200)",6.4 millimeters,1.8 f/,No,No,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,32,Yes,Black,N/A,N/A,39 feet,N/A,N/A,N/A,7 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,Yes,Yes,No,Secure Digital High Capacity (SDHC),Yes,"1/8000 - 30 sec., bulb",N/A,No,N/A,N/A,N/A,N/A,Optical,N/A,Yes,12801,No,N/A,N/A,Bayonet,N/A,N/A,N/A,85 millimeters,35.9 millimeters,N/A,35 millimeters,N/A,LCD,N/A,N/A,"Auto (2 types), color temperature selection (2500K-10,000K), cloudy, direct sunlight, flash and more",N/A,No,36.3 megapixels,Yes,N/A,N/A,N/A,None,N/A,Yes,None,N/A,"35mm, 50mm, 85mm (with included lenses)",Slow sync,N/A,3.2 inches,N/A,N/A,N/A,N/A,MPEG-4,Yes,Yes,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Yes,3.5 f/,N/A,No,N/A,N/A,N/A,No,N/A,N/A,20.6 megapixels,N/A,N/A,N/A,Hot Shoe,1,N/A,N/A,N/A,N/A,CMOS,Yes,N/A,N/A,N/A,No,N/A,No,N/A,Yes,23.9 millimeters,N/A,Normal,5472 x 3648,N/A,N/A,N/A,102400,Yes,N/A,N/A,N/A,N/A,"100 - 25,600 (expansion possible to ISO 50, ISO 51,200 and 102,400)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,100,No,Black,N/A,N/A,N/A,N/A,N/A,N/A,4.5 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,Yes,N/A,Yes,Yes,Yes,Secure Digital|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC),Yes,1/4000 to 30 sec.,N/A,No,N/A,N/A,N/A,N/A,N/A,Auto Focus,N/A,25600,No,No,Windows|Mac,Canon EF,N/A,N/A,N/A,105 millimeters,35.8 millimeters,N/A,24 millimeters,N/A,LCD,N/A,N/A,N/A,N/A,No,20.2 megapixels,Yes,N/A,N/A,N/A,"Program AE (shiftable), shutter-priority AE, aperture-priority AE, manual exposure, bulb, custom shooting mode",N/A,Yes,N/A,N/A,24 - 105mm,N/A,N/A,3 inches,N/A,N/A,N/A,Yes,JPEG|RAW|MPEG-4,Yes,Yes,N/A
N/A,Yes,5.6 f/,N/A,No,N/A,N/A,N/A,No,No,yes,24.7 megapixels,Nikon ViewNX 2,N/A,N/A,Other,1,N/A,N/A,N/A,PAL|NTSC,CMOS,Yes,Optical,N/A,N/A,No,N/A,No,N/A,Yes,15.6 millimeters,N/A,Normal,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,N/A,N/A,N/A,"100 - 12,800 (expandable to 25,600)",6.4 millimeters,3.5 f/,No,No,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,100,Yes,Red,N/A,N/A,43 feet,N/A,N/A,N/A,5 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52 millimeters,Yes,N/A,Yes,N/A,Yes,Yes,Yes,Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC)|Secure Digital,Yes,1/4000 - 30 sec. in 1/3 or 1/2 EV steps; bulb,N/A,No,N/A,N/A,N/A,N/A,Optical,N/A,Yes,12801,No,N/A,N/A,Bayonet,N/A,N/A,N/A,55 millimeters,23.5 millimeters,N/A,18 millimeters,N/A,LCD,N/A,N/A,"Auto, incandescent, fluorescent (7 types), direct sunlight, flash, cloudy, shade, preset manual",N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,"Portrait, landscape, child, sports, close-up, night portrait, night landscape, party/indoor, beach/snow, sunset, pet portrait, candlelight and more",N/A,Yes,3x,N/A,18 - 55mm,Auto|Off|Red-eye reduction|Slow sync,N/A,3.2 inches,N/A,N/A,N/A,N/A,JPEG|MPEG-4|RAW|Other,Yes,Yes,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,No,3.5 f/,No,No,0 feet,N/A,Yes,No,No,N/A,24.78 megapixels,Nikon View NX 2,N/A,N/A,Hot Shoe,1,N/A,"Autumn colors, beach/snow, blossom and more",N/A,HDMI|USB,CMOS,Yes,Optical,820,N/A,No,N/A,Yes,N/A,Yes,15.6 millimeters,N/A,N/A,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,0 feet,No,N/A,"100 - 25,600",N/A,38 f/,No,No,N/A,N/A,N/A,1,N/A,39 feet,None,DSLR Camera with Lens,100,Yes,Red,N/A,N/A,39 feet,"Rechargeable lithium-ion battery (EN-EL14a), quick charger (MH-24), rubber eyecup (DK-25), USB cable (UC-E23), A/V cable (EG-CP16), camera strap (AN-DC3), body cap (BF-1B), Nikon View NX 2 CD-ROM, snap-on front lens cap (LC-67); rear lens cap (LF-4)",N/A,N/A,5 frames per second,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,67 millimeters,Yes,0.82 times,Yes,N/A,Yes,Yes,Yes,Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),Yes,1/4000 - 30 sec.,N/A,No,N/A,N/A,N/A,No,Optical,Auto Focus,Yes,25600,No,No,Android|Apple iOS|Windows|Mac,Nikon F,N/A,N/A,N/A,140 millimeters,23.5 millimeters,N/A,18 millimeters,N/A,LCD touch screen,N/A,N/A,"Auto, incandescent, fluorescent (7 types), direct sunlight, flash, cloudy, shade, preset manual",N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,"P, S, A, M, auto, auto (no flash), scene, effects, movie","1,037,000 dots",Yes,N/A,N/A,18-140mm,Auto|Red-eye reduction|Slow sync|Fill-in|Off,N/A,3.2 inches,Yes,N/A,No,Yes,RAW|JPEG,Yes,Yes,N/A
N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,37.09 megapixels,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,USB 3.0|HDMI|NTSC,CMOS,Yes,N/A,N/A,N/A,No,N/A,N/A,N/A,Yes,24 millimeters,N/A,N/A,7360 x 4912,N/A,N/A,N/A,51200,N/A,N/A,N/A,N/A,N/A,"200 - 12,800; Lo-1 (100), Hi-1 (25,600), Hi-2 (51,200)",6.35 millimeters,N/A,N/A,N/A,N/A,104 degrees fahrenheit,N/A,2,N/A,N/A,None,DSLR Camera Body Only,200,Yes,Black,N/A,N/A,N/A,"Rechargeable lithium-ion battery (EN-EL15), battery charger (MH-25a), eyepiece (DK-17), USB cable (UC-E22), strap (AN-DC16), body cap (BF-1B), monitor cover (BM-12), USB and HDMI cable clips",N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,Yes,Yes,Adaptable,Secure Digital|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC)|CompactFlash (CF),Yes,1/8000 - 900 sec.; bulb,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,12800,No,N/A,N/A,Nikon F,N/A,N/A,N/A,N/A,35.9 millimeters,N/A,N/A,N/A,LCD,N/A,N/A,"Auto (2 types), color temperature (2500K - 10,000K), cloudy, direct sunlight, flash and more",N/A,No,36.3 megapixels,Yes,N/A,N/A,N/A,N/A,1229K dots,Yes,N/A,N/A,N/A,Red-eye reduction|Slow sync,32 degrees fahrenheit,3.2 inches,N/A,N/A,N/A,N/A,JPEG|TIFF|H.264|MPEG-4,Yes,Yes,N/A
