EPEAT Qualified,Touchscreen,ENERGY STAR Certified,Number Of eSATA Ports,2-in-1 Design,Processor Brand,Media Card Reader,Number Of Auxiliary Outputs,Additional Audio/Video Connectors,"Number Of External 3.5"" Bays",EPEAT Level,Speakers,Video Memory,Type of Memory (RAM),Integrated Microphone,Battery Life,Video Memory Type,System Memory RAM Speed,Operating System,"Number Of Internal 5.25"" Bays",Game Ports,Networking,Screen Size,System Memory (RAM),Bluetooth-Enabled,Number Of PCI-E x16 Slots,Battery Type,Operating System Architecture,NFC Enabled,Voice Recognition,Number Of Memory Slots,Built-in Webcam,Hard Drive Capacity,Graphics,Embedded Mobile Broadband,Optical Drive,Number Of PCI-E x1 Slots,Number Of Ethernet Ports,Bluetooth Enabled,HDMI Output,Ethernet,Wireless Display,Touch Screen,Number Of HDMI Outputs,Digital Media Reader or Slots,Port Type(s),Best Buy PC App,Number Of PCI Slots,Computer Hard Drive Size,Number Of DVI Ports,LTE,Gaming Series,Audio Technology,Green Compliance,"Number Of External 5.25"" Bays",Number Of PCI-E x2 Slots,Color Category,Screen Size (Measured Diagonally),Direct-Disc Labeling,Cache Memory,Number Of PCI-E x4 Slots,Processor,Wireless Networking,Graphics Card,PCMCIA Slots,Built-In Webcam,Ultrabook,Optical Drive Type,Blu-Ray Player,Drive Capacity,Number Of AGP Slots,pricematch,S-Video Outputs,Pointing Device,"Number Of Internal 3.5"" Bays",System Memory (RAM) Expandable To,Numeric Keypad,IEEE 1394 FireWire Ports,System Memory RAM Expandable To,TV Tuner,USB 2.0 Ports,Laptop Weight,Backlit Keyboard,Number Of PCI-E x8 Slots,Operating System Bit Version,Parallel Ports,Touchpad Type,Hard Drive Type,Display Type,Optical Drive Speeds,Memory Slots Total,Wireless Capability,Operating System Platform,Included Software,Blu-ray Player,Processor Speed,Convertible,2-in-1,Audio,Additional Accessories Included,Number Of USB Port(s),Carrier Compatibility,Number Of DisplayPort Outputs,Battery Capacity,Number Of VGA Ports,Processor Model,MPEG,Provider_Product_ID,Speaker Type,Hard Drive RPM,3D-Capable,Screen Resolution,Modem,Number Of IEEE 1394 Ports,Graphics Chip
No,No,No,No,No,Intel,Yes,No,No,No,No,No,6000 megabytes,DDR3L SDRAM,No,No,Dedicated,No,Windows 8.1,No,No,No,17.3 inches,32 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1120 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,No,1,No,Ethernet|HDMI|USB,No,No,No,No,No,No,High-definition,No,No,No,Black,No,No,No,No,No,Wireless-B|Wireless-G|Wireless-N,NVIDIA GeForce GTX 870M,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA + Solid State Drive,Widescreen LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,4,No,0,No,0,Intel 4th Generation Core i7,No,No,Internal,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,4000 megabytes,DDR3 SDRAM,No,4 hours,Dedicated,No,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,Discrete,None,No,No,No,Yes,No,No,No,No,1,No,USB 2.0,No,No,No,No,No,No,Realtek ALC269Q,No,No,No,Black,No,No,No,No,No,No,NVIDIA GeForce GTX 860M,No,Yes,No,DVD+R,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,No,No,No,No,Integrated,SATA,LED,No,No,No,No,No,No,2.5 gigahertz,No,No,No,"6-cell lithium-ion battery, power adapter, Windows recovery CD, driver discs",2,No,No,No,No,Intel 4th Generation Core i7,No,No,No,No,No,No,No,No,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L SDRAM,No,No,No,No,Windows 7 Home Premium,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion,64-bit,No,No,1,No,500 gigabytes,No,None,No,No,1,Yes,No,Built-in Gigabit Ethernet LAN,No,No,1,No,Ethernet|HDMI|USB,No,No,No,No,No,No,No,No,No,No,Red,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel Graphics Media Accelerator HD,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch gesture support,SATA,Widescreen LCD,No,No,No,No,Bing Bar and more,No,1.7 gigahertz,No,No,No,No,3,No,0,No,0,Intel Pentium,No,No,No,5400 revolutions per minute,No,No,No,No,Intel
Yes,No,No,0,No,Intel,Yes,1,No,0,Silver,No,1792 megabytes,DDR3L SDRAM,No,6.5 hours,Total Available,No,Windows 8.1,0,No,No,15.6 inches,6 gigabytes,No,0,Lithium-ion,64-bit,No,No,0,No,750 gigabytes,Integrated,None,No,0,1,No,No,10/100Base-T Ethernet LAN (RJ-45 connector),Yes,No,1,No,USB 2.0|USB 3.0|HDMI|FireWire,No,0,No,0,No,No,BeatsAudio,No,0,0,Silver,No,No,No,0,No,Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 4400,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,0,yes,No,No,0,No,Yes,No,6 gigabytes,No,No,No,No,0,No,No,HP Imagepad supporting multitouch gestures,SATA,LED,No,No,No,No,"CyberLink PowerDVD, CyberLink PowerDirector, CyberLink PhotoDirector and more",No,2.0 gigahertz,No,No,No,No,3,No,0,2800 milliampere hours,0,Intel 4th Generation Core i7,No,No,BeatsAudio dual speakers,5400 revolutions per minute,No,1366 x 768 (HD),No,1,Intel
No,No,No,No,No,Intel,No,No,No,No,No,No,2000 megabytes,DDR3L,No,8 hours,Dedicated,1600 megahertz,Windows 8.1,No,No,No,13 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,256 gigabytes,Discrete,No,No,No,1,Yes,No,10/100/1000 with RJ-45 connector,No,Yes,1,No,USB 3.0|HDMI|Mini Display Port|Headphone|Ethernet,No,No,No,No,No,No,Klipsch,No,No,No,Silver,No,No,No,No,No,Wireless-AC,NVIDIA GeForce GTX 860M,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,Solid State Drive,Other,No,No,No,No,No,No,No,No,No,No,No,3,No,No,No,No,Intel 5th Generation Core i7,No,No,2.0 configuration,No,No,2560 x 1440 (QHD),No,No,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,8000 megabytes,DDR3L SDRAM,No,No,Dedicated,No,Windows 8.1,No,No,No,17.3 inches,32 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1120 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,No,1,No,Ethernet|HDMI|USB,No,No,No,No,No,No,High-definition,No,No,No,Black,No,No,No,No,No,Wireless-B|Wireless-G|Wireless-N,NVIDIA GeForce GTX 880M,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA + Solid State Drive,Widescreen LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,4,No,0,No,0,Intel 4th Generation Core i7,No,No,Internal,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L,No,No,No,No,Chrome OS,No,No,No,13.3 inches,2 gigabytes,No,No,Lithium-ion polymer,No,No,No,1,No,16 gigabytes,No,No,No,No,No,Yes,No,No,No,No,1,No,USB 3.0|HDMI|USB 2.0,No,No,No,No,No,No,No,No,No,No,Red,No,No,No,No,No,Wireless-AC,Intel HD,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Large,Other,Other,No,No,No,No,No,No,2.16 gigahertz,No,No,No,3-cell lithium-ion polymer battery,2,No,No,No,No,Intel Celeron,No,No,No,No,No,1366 x 768 (HD),No,No,Intel
Yes,No,No,0,Yes,Intel,Yes,1,No,0,Silver,No,No,DDR3L SDRAM,No,6.25 hours,Shared,No,Windows 8.1,0,No,No,13.3 inches,4 gigabytes,No,No,Prismatic,64-bit,No,No,No,No,500 gigabytes,Integrated,None,No,No,1,Yes,No,10/100Base-T Ethernet LAN (RJ-45 connector),No,Yes,1,No,Headphone|Microphone|Ethernet|HDMI|USB 2.0|USB 3.0,No,0,No,0,No,No,BeatsAudio,No,0,No,Silver,No,No,3 megabytes,No,No,Wireless-AC,Intel HD Graphics 5500,No,Yes,No,None,No,No,No,yes,No,No,0,No,No,No,No,No,No,No,No,No,No,No,Imagepad with multitouch gesture support,SATA,Touchscreen LED,No,No,No,No,"CyberLink PhotoDirector, CyberLink PowerDirector, CyberLink Power Media Player and more",No,2.1 gigahertz,No,No,No,No,3,No,0,3820 milliampere hours,0,Intel 5th Generation Core i3,No,No,Built-in,5400 revolutions per minute,No,1366 x 768 (HD),No,0,Intel
No,No,No,No,No,AMD,Yes,No,No,No,No,No,No,DDR3L SDRAM,No,4 hours,Shared,No,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion polymer,No,No,No,No,No,500 gigabytes,Integrated,None,No,No,1,Yes,No,10/100Base-T,No,No,1,No,USB 3.0|USB 2.0|Ethernet|HDMI,No,No,No,No,No,No,DTS Studio Sound+,No,No,No,Purple,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,AMD Radeon HD 8400,No,Yes,No,DVD+R|DVD-R|DVD+RW|DVD-RW|CD-R|CD-RW,No,No,No,yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not Applicable,SATA,LED,No,No,No,No,"Foxit PhantomPDF; Evernote; CyberLink PowerDirector, CyberLink PhotoDirector and more",No,2 gigahertz,No,No,No,"3-cell lithium-ion polymer battery (2800 mAh), AC adapter, software",3,No,No,2800 milliampere hours,No,AMD A6-Series,No,No,DTS Studio Sound+,5400 revolutions per minute,No,1366 x 768 (HD),No,No,AMD
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L,No,6.45 hours,No,1600 megahertz,Windows 8.1,No,No,No,17.3 inches,12 gigabytes,No,No,Lithium-ion,64-bit,No,No,2,No,1000 gigabytes,No,No,No,No,1,Yes,No,10/100/1000 with RJ-45 connector,No,Yes,1,No,Ethernet|USB 3.0|HDMI|Headphone|Microphone,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-AC,Intel HD Graphics 5500,No,Yes,No,DVD|CD,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,Yes,No,No,No,Touchpad,No,Touchscreen LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,4-cell lithium-ion battery,4,No,No,No,No,Intel 5th Generation Core i5,No,No,Stereo,No,No,1920 x 1080 (Full HD),No,No,Intel
No,No,Yes,No,No,Intel,Yes,1,No,No,No,No,No,DDR3L,No,No,No,No,Windows 8.1,No,No,No,17.3 inches,12 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,No,1,No,3.5mm audio|Ethernet|HDMI|USB|VGA,No,No,No,No,No,No,No,No,No,No,Black,No,No,6 megabytes,No,No,Wireless-AC,NVIDIA GTX 860M,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,No,No,No,No,No,No,No,32 gigabytes,No,No,No,No,No,No,No,Touchpad,SATA,LCD,No,No,No,No,Power2Go and more,No,2.4 gigahertz,No,No,No,No,4,No,0,No,1,Intel 4th Generation Core i7,No,No,No,5400 revolutions per minute,No,No,No,No,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,4000 megabytes,DDR3L,No,4 hours,Dedicated,No,Windows 8.1,No,No,No,15.6 inches,16 gigabytes,No,No,Lithium-ion,No,No,No,No,No,1000 gigabytes,No,No,No,No,No,Yes,No,100/1000 Ethernet LAN (RJ-45 connector),Yes,No,1,No,USB 2.0|USB 3.0|RJ-45|HDMI|S/PDIF|Headphone|Microphone,No,No,No,No,No,No,Dolby Advanced Audio,No,No,No,Black,No,No,No,No,No,Wireless-AC,NVIDIA GeForce GTX 860M,No,Yes,No,DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,No,Other,No,No,No,No,"PowerDVD, PowerDirector, Power2Go, Nitro Pro 9 PDF, Evernote, OneKey Recovery and more",No,3.6 gigahertz,No,No,No,No,3,No,No,No,No,Intel 4th Generation Core i7,No,No,JBL,No,No,1920 x 1080 (Full HD),No,No,NVIDIA
No,No,Yes,No,No,Intel,Yes,No,No,No,No,No,No,DDR3,No,No,No,No,Windows 8,No,No,No,14 inches,4 gigabytes,No,No,Lithium-polymer,64-bit,No,No,No,No,500 gigabytes,No,None,No,No,1,No,No,Built-in 10/100/1000 Mbps Fast Ethernet LAN,No,Yes,1,No,Ethernet|HDMI|USB|VGA,No,No,No,No,No,No,No,No,No,No,Gray,No,No,3 megabytes,No,No,Wireless-N,No,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Buttonless touchpad,SATA,Touchscreen LED,No,No,No,No,Power4Gear Hybrid and more,No,1.8 gigahertz,No,No,No,No,2,No,0,No,1,Intel 3rd Generation Core i3,No,No,No,5400 revolutions per minute,No,No,No,No,Intel
No,No,No,No,No,AMD,Yes,No,No,No,No,No,No,DDR3L SDRAM,No,4 hours,Shared,No,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion polymer,No,No,No,No,No,500 gigabytes,Integrated,None,No,No,1,Yes,No,10/100Base-T,No,No,1,No,USB 3.0|USB 2.0|Ethernet|HDMI,No,No,No,No,No,No,DTS Studio Sound+,No,No,No,Black,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,AMD Radeon HD 8400,No,Yes,No,DVD+R|DVD-R|DVD+RW|DVD-RW|CD-R|CD-RW,No,No,No,yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not Applicable,SATA,LED,No,No,No,No,"Foxit PhantomPDF; Evernote; CyberLink PowerDirector, CyberLink PhotoDirector and more",No,2 gigahertz,No,No,No,"3-cell lithium-ion polymer battery (2800 mAh), AC adapter, software",3,No,No,2800 milliampere hours,No,AMD A6-Series,No,No,DTS Studio Sound+,5400 revolutions per minute,No,1366 x 768 (HD),No,No,AMD
No,No,No,No,No,Intel,Yes,No,No,No,No,No,2000 megabytes,DDR3L SDRAM,No,No,Dedicated,No,Windows 8.1,No,No,No,17.3 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,No,1,No,Ethernet|HDMI|USB|VGA,No,No,No,No,No,No,High-definition,No,No,No,Multi,No,No,No,No,No,Wireless-B|Wireless-G|Wireless-N,NVIDIA GeForce GTX 860M,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA,Widescreen LED,No,No,No,No,No,No,2.5 gigahertz,No,No,No,No,4,No,0,No,1,Intel 4th Generation Core i5,No,No,Internal,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L SDRAM,No,No,No,No,Windows 8.1,No,No,No,15.6 inches,16 gigabytes,No,No,Lithium-ion,64-bit,Yes,No,No,No,512 gigabytes,No,None,No,No,0,Yes,No,None,No,Yes,1,No,DisplayPort|HDMI|USB,No,No,No,No,No,No,No,No,No,No,Silver,No,No,6 megabytes,No,No,Wireless-A|Wireless-AC|Wireless-B|Wireless-G|Wireless-N,NVIDIA GeForce GT 750M,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad,Other,LED-LCD,No,No,No,No,No,No,2.3 gigahertz,No,No,No,No,4,No,1,No,0,Intel 4th Generation Core i7,No,No,No,No,No,No,No,No,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,2000 megabytes,DDR3L SDRAM,No,No,Dedicated,No,Windows 8.1,No,No,No,15.6 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,No,1,No,Ethernet|HDMI|USB|VGA,No,No,No,No,No,No,High-definition,No,No,No,Multi,No,No,No,No,No,Wireless-B|Wireless-G|Wireless-N,NVIDIA GeForce GTX 860M,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA,Widescreen LED,No,No,No,No,No,No,2.4 gigahertz,No,No,No,No,4,No,0,No,1,Intel 4th Generation Core i7,No,No,Internal,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,NVIDIA
Yes,No,Yes,No,Yes,Intel,Yes,No,No,No,Silver,No,No,DDR3L SDRAM,No,No,Shared,No,Windows 8.1,No,No,No,10.1 inches,2 gigabytes,No,No,Lithium-ion,32-bit,No,No,No,No,No,Integrated,None,No,No,No,Yes,No,No,No,Yes,1,No,USB 2.0,No,No,No,No,No,No,No,No,No,No,Multi,No,No,2 megabytes,No,No,Wireless-A,Intel HD Graphics,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Widescreen LCD,No,No,No,No,SkypemysmsMicrosoft GamesSolitaireMahjongFresh PaintGetting Started with Windows 8TripAdvisorNetflix7-ZipDropbox,No,1.3 gigahertz,No,No,No,No,No,No,No,No,No,Intel Atom,No,1028859451,No,No,No,1280 x 800 (WXGA),No,No,Intel
No,No,No,No,No,AMD,No,No,No,No,No,No,No,DDR3 SDRAM,No,No,Other,No,Windows 7 Professional,No,No,No,14 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,256 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Ethernet LAN,No,No,0,No,Ethernet|USB,No,No,No,No,No,No,No,No,No,No,Black,No,No,4 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N,AMD Radeon HD 8650G,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Multigesture touchpad,Other,LED-LCD,No,No,No,No,Microsoft Office 365 1-month trial,No,2.5 gigahertz,No,No,No,No,4,No,0,No,0,AMD A10-Series,No,No,No,No,No,1600 x 900 (HD+),No,0,AMD
Yes,No,Yes,No,No,Intel,No,No,No,No,Gold,No,No,LPDDR3,No,No,No,No,No,No,No,No,13.3 inches,4 gigabytes,No,No,Lithium-polymer,No,No,No,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,No,Intel HD Graphics 5000,No,Yes,No,No,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Multi-touch,No,LED,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Intel
Yes,No,No,0,Yes,Intel,Yes,1,No,0,Silver,No,No,DDR3L SDRAM,No,5.5 hours,Shared,No,Windows 8.1,0,No,No,15.6 inches,8 gigabytes,No,0,Lithium-ion,64-bit,No,Yes,0,No,1000 gigabytes,No,None,No,0,1,Yes,No,10/100/100 Gigabit Ethernet LAN (RJ-45 connector),No,Yes,1,No,3.5mm audio|HDMI|Ethernet|USB 2.0|USB 3.0,No,0,No,0,No,No,BeatsAudio dual,No,0,0,Silver,No,No,3 megabytes,0,No,Wireless-AC,Intel HD Graphics 5500,No,Yes,No,None,No,No,No,yes,No,No,0,No,Yes,No,0 gigabytes,No,No,No,Yes,0,No,No,ControlZone trackpad,SATA,LED,No,No,No,No,"Dragon Assistant; CyberLink PhotoDirector, CyberLink Power Media Player and more",No,2.2 gigahertz,No,No,No,No,3,No,0,3820 milliampere hours,0,Intel 5th Generation Core i5,No,No,Built-in BeatsAudio dual,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,Intel
Yes,No,Yes,No,No,Intel,No,No,No,No,Gold,No,No,LPDDR3,No,No,No,No,No,No,No,No,13.3 inches,4 gigabytes,No,No,Lithium-polymer,No,No,No,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,No,Intel HD Graphics 6000,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Multi-touch,No,LED,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3 SDRAM,No,No,No,1600 megahertz,Windows 7 Professional,No,No,No,12.5 inches,8 gigabytes,No,No,Lithium-ion,64-bit,Yes,No,No,No,180 gigabytes,Integrated,No,No,No,No,Yes,No,Via adapter,No,No,No,No,No,No,No,No,No,No,No,DTS Studio Sound,No,No,No,Silver,No,No,4 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N|Wireless-AC,Intel HD Graphics 5300,No,Yes,Yes,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,Solid State Drive,LED,No,No,No,No,No,No,1.2 gigahertz,No,No,No,"Side dock adapter, Windows 8.1 Pro license",No,No,No,No,No,No,No,No,Built-in stereo,No,No,No,No,No,Intel
Yes,No,No,No,No,Intel,Yes,No,No,No,Gold,No,No,DDR3L,No,11.3 hours,No,1600 megahertz,Windows 8.1,No,No,No,13.3 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,256 gigabytes,No,No,No,No,No,Yes,No,None,No,Yes,No,No,Mini Display Port|Headphone|USB 3.0,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,4 megabytes,No,No,Wireless-AC,Intel HD Graphics 5500,No,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not Applicable,Solid State Drive,Touchscreen LCD,No,No,No,No,No,No,3.0 gigahertz,No,No,No,4-cell lithium-ion battery,2,No,1,No,No,Intel 5th Generation Core i7,No,No,Built-in stereo,No,No,3200 x 1800 (QHD+),No,No,Intel
Yes,No,No,No,No,Intel,Yes,No,No,No,Silver,No,No,DDR3,No,5.433333 hours,No,1600 megahertz,Windows 8.1,No,No,No,17.3 inches,4 gigabytes,No,No,Lithium-ion,64-bit,No,No,1,No,500 gigabytes,No,No,No,No,1,Yes,No,10/100,No,No,1,No,USB 3.0|USB 2.0|HDMI|Headphone|Microphone|Ethernet,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,2 megabytes,No,No,Wireless-G|Wireless-N|Wireless-B,Intel HD,No,Yes,No,CD|DVD,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Touchpad,SATA,LED,No,No,No,No,No,No,1.9 gigahertz,No,No,No,4-cell lithium-ion battery,3,No,No,No,No,Intel Pentium,No,No,Stereo,5400 revolutions per minute,No,1600 x 900 (HD+),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L SDRAM,No,5.25 hours,Shared,No,Windows 8.1,No,No,No,17.3 inches,4 gigabytes,No,No,Lithium-ion,No,No,No,No,No,750 gigabytes,Integrated,None,No,No,1,Yes,No,10/100Base-T,No,No,1,No,USB 3.0|USB 2.0|Ethernet|HDMI,No,No,No,No,No,No,BeatsAudio,No,No,No,Silver,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD,No,Yes,No,DVD+R|DVD-R|DVD+RW|DVD-RW|CD-R|CD-RW,No,No,No,yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Not Applicable,SATA,LED,No,No,No,No,"Evernote; CyberLink PowerDirector, CyberLink PhotoDirector and more",No,2.16 gigahertz,No,No,No,"4-cell lithium-ion battery (2800 mAh), AC adapter, software",3,No,No,2800 milliampere hours,No,Intel Pentium,No,No,BeatsAudio,5400 revolutions per minute,No,1600 x 900 (HD+),No,No,Intel
No,No,No,No,No,AMD,Yes,No,No,No,No,No,No,DDR3L,No,4.5 hours,Shared,No,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion polymer,No,No,No,No,No,500 gigabytes,Integrated,No,No,No,1,Yes,No,10/100Base-T network,No,No,1,No,HDMI|USB 2.0|USB 3.0|Ethernet,No,No,No,No,No,No,DTS Studio,No,No,No,Blue,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,AMD Radeon HD 8400,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,0,yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,SATA,Other,No,No,No,No,mySMS text messaging; Foxit PhantomPDF and more,No,2.0 gigahertz,No,No,No,No,3,No,No,No,0,AMD A6-Series,No,No,DTS Studio Sound+,5400 revolutions per minute,No,1366 x 768 (HD),No,No,AMD
No,No,No,No,No,Intel,No,No,No,No,No,No,No,DDR3L SDRAM,No,No,No,No,No,No,No,No,15.6 inches,8 gigabytes,No,No,Other,No,No,No,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Black,No,No,No,No,No,No,Intel HD,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,No,Widescreen TFT-LCD,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,8000 megabytes,DDR3L SDRAM,No,No,Dedicated,No,Windows 8.1,No,No,No,17.3 inches,32 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1240 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,No,1,No,Ethernet|HDMI|USB,No,No,No,No,No,No,High-definition,No,No,No,Black,No,No,No,No,No,Wireless-B|Wireless-G|Wireless-N,NVIDIA GeForce GTX 880M,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA + Solid State Drive,Widescreen LED,No,No,No,No,No,No,2.8 gigahertz,No,No,No,No,4,No,0,No,0,Intel 4th Generation Core i7,No,No,Internal,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,NVIDIA
No,No,No,No,No,Intel,No,No,No,No,No,No,2000 megabytes,DDR3L,No,8 hours,Dedicated,1600 megahertz,Windows 8.1,No,No,No,13 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,512 gigabytes,Discrete,No,No,No,1,Yes,No,10/100/1000 with RJ-45 connector,No,Yes,1,No,USB 3.0|HDMI|Mini Display Port|Headphone|Ethernet,No,No,No,No,No,No,Klipsch,No,No,No,Silver,No,No,No,No,No,Wireless-AC,NVIDIA GeForce GTX 860M,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,Solid State Drive,Other,No,No,No,No,No,No,No,No,No,No,4-cell lithium-ion battery,3,No,No,No,No,Intel 5th Generation Core i7,No,No,2.0 configuration,No,No,2560 x 1440 (QHD),No,No,NVIDIA
